Statistical profiling result from isolate-0x102801e00-v8.log, (2581 ticks, 222 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1    0.0%    0.0%  T v8::internal::Isolate::CaptureSimpleStackTrace(v8::internal::Handle<v8::internal::JSReceiver>, v8::internal::FrameSkipMode, v8::internal::Handle<v8::internal::Object>)
      1    0.0%    0.0%  T v8::internal::IncrementalStringBuilder::Extend()
      1    0.0%    0.0%  T v8::internal::IncrementalMarking::MarkBlackAndPush(v8::internal::HeapObject*)
      1    0.0%    0.0%  T v8::internal::IncrementalMarking::CanBeActivated()
      1    0.0%    0.0%  T v8::internal::IC::ShouldRecomputeHandler(v8::internal::Handle<v8::internal::String>)
      1    0.0%    0.0%  T v8::internal::Heap::NotifyObjectLayoutChange(v8::internal::HeapObject*, int, v8::internal::PerThreadAssertScopeDebugOnly<(v8::internal::PerThreadAssertType)0, false> const&)
      1    0.0%    0.0%  T v8::internal::Heap::InitializeJSObjectFromMap(v8::internal::JSObject*, v8::internal::Object*, v8::internal::Map*)
      1    0.0%    0.0%  T v8::internal::Heap::IncrementalMarkingLimitReached()
      1    0.0%    0.0%  T v8::internal::Heap::CreateFillerObjectAt(unsigned char*, int, v8::internal::ClearRecordedSlots)
      1    0.0%    0.0%  T v8::internal::Heap::AllocateRawTwoByteString(int, v8::internal::PretenureFlag)
      1    0.0%    0.0%  T v8::internal::Heap::AllocateRawOneByteString(int, v8::internal::PretenureFlag)
      1    0.0%    0.0%  T v8::internal::Heap::AllocateForeign(unsigned char*, v8::internal::PretenureFlag)
      1    0.0%    0.0%  T v8::internal::Heap::AllocateFeedbackVector(v8::internal::SharedFunctionInfo*, v8::internal::PretenureFlag)
      1    0.0%    0.0%  T v8::internal::Heap::Allocate(v8::internal::Map*, v8::internal::AllocationSpace, v8::internal::AllocationSite*)
      1    0.0%    0.0%  T v8::internal::Handle<v8::internal::FeedbackMetadata> v8::internal::FeedbackMetadata::New<v8::internal::FeedbackVectorSpec>(v8::internal::Isolate*, v8::internal::FeedbackVectorSpec const*)
      1    0.0%    0.0%  T v8::internal::FeedbackVector::GetKind(v8::internal::FeedbackSlot) const
      1    0.0%    0.0%  T v8::internal::FeedbackNexus::ConfigureMonomorphic(v8::internal::Handle<v8::internal::Name>, v8::internal::Handle<v8::internal::Map>, v8::internal::Handle<v8::internal::Object>)
      1    0.0%    0.0%  T v8::internal::FeedbackMetadata::SpecDiffersFrom(v8::internal::FeedbackVectorSpec const*) const
      1    0.0%    0.0%  T v8::internal::Factory::NewRawTwoByteString(int, v8::internal::PretenureFlag)
      1    0.0%    0.0%  T v8::internal::Factory::NewRawOneByteString(int, v8::internal::PretenureFlag)
      1    0.0%    0.0%  T v8::internal::Factory::NewJSObjectFromMap(v8::internal::Handle<v8::internal::Map>, v8::internal::PretenureFlag, v8::internal::Handle<v8::internal::AllocationSite>)
      1    0.0%    0.0%  T v8::internal::Factory::NewHeapNumber(v8::internal::MutableMode, v8::internal::PretenureFlag)
      1    0.0%    0.0%  T v8::internal::Factory::NewFixedArray(int, v8::internal::PretenureFlag)
      1    0.0%    0.0%  T v8::internal::Factory::NewConsString(v8::internal::Handle<v8::internal::String>, v8::internal::Handle<v8::internal::String>)
      1    0.0%    0.0%  T v8::internal::Factory::NewBytecodeArray(int, unsigned char const*, int, int, v8::internal::Handle<v8::internal::FixedArray>)
      1    0.0%    0.0%  T v8::internal::DescriptorArray::CopyUpToAddAttributes(v8::internal::Handle<v8::internal::DescriptorArray>, int, v8::internal::PropertyAttributes, int)
      1    0.0%    0.0%  T v8::internal::Compiler::Compile(v8::internal::Handle<v8::internal::SharedFunctionInfo>, v8::internal::Compiler::ClearExceptionFlag)
      1    0.0%    0.0%  T v8::internal::Compiler::Compile(v8::internal::Handle<v8::internal::JSFunction>, v8::internal::Compiler::ClearExceptionFlag)
      1    0.0%    0.0%  T v8::internal::CompilationJob::PrepareJob()
      1    0.0%    0.0%  T v8::internal::CompareOperation::IsLiteralCompareTypeof(v8::internal::Expression**, v8::internal::Literal**)
      1    0.0%    0.0%  T v8::internal::Call::AssignFeedbackSlots(v8::internal::FeedbackVectorSpec*, v8::internal::LanguageMode, v8::internal::FunctionKind, v8::internal::FeedbackSlotCache*)
      1    0.0%    0.0%  T v8::internal::BaseNameDictionary<v8::internal::NameDictionary, v8::internal::NameDictionaryShape>::IterationIndices(v8::internal::Handle<v8::internal::NameDictionary>)
      1    0.0%    0.0%  T v8::internal::AstValueFactory::Internalize(v8::internal::Isolate*)
      1    0.0%    0.0%  T v8::internal::AstValueFactory::GetString(unsigned int, bool, v8::internal::Vector<unsigned char const>)
      1    0.0%    0.0%  T v8::internal::Assembler::call(v8::internal::Label*)
      1    0.0%    0.0%  T v8::internal::ArrayLiteral::BuildConstantElements(v8::internal::Isolate*)
      1    0.0%    0.0%  T v8::internal::AllocationResult v8::internal::Heap::AllocateInternalizedStringImpl<true, v8::internal::String*>(v8::internal::String*, int, unsigned int)
      1    0.0%    0.0%  T v8::internal::ActionNode::FillInBMInfo(v8::internal::Isolate*, int, int, v8::internal::BoyerMooreLookahead*, bool)
      1    0.0%    0.0%  T v8::internal::Accessors::MakeAccessor(v8::internal::Isolate*, v8::internal::Handle<v8::internal::Name>, void (*)(v8::Local<v8::Name>, v8::PropertyCallbackInfo<v8::Value> const&), void (*)(v8::Local<v8::Name>, v8::Local<v8::Value>, v8::PropertyCallbackInfo<v8::Boolean> const&), v8::internal::PropertyAttributes)
      1    0.0%    0.0%  T v8::internal::Accessors::FunctionPrototypeGetter(v8::Local<v8::Name>, v8::PropertyCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  T v8::internal::AbstractCode::SourcePosition(int)
      1    0.0%    0.0%  T v8::HandleScope::HandleScope(v8::Isolate*)
      1    0.0%    0.0%  T node::TCPWrap::New(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  T node::TCPWrap::Connect(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  T node::StringBytes::StorageSize(v8::Isolate*, v8::Local<v8::Value>, node::encoding)
      1    0.0%    0.0%  T node::AsyncWrap::PopAsyncIds(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  T _vfprintf
      1    0.0%    0.0%  T _swprintf
      1    0.0%    0.0%  T _sscanf
      1    0.0%    0.0%  T _pwrite$NOCANCEL
      1    0.0%    0.0%  T _os_unfair_lock_lock_no_tsd_4libpthread
      1    0.0%    0.0%  T _os_unfair_lock_assert_owner
      1    0.0%    0.0%  T _malloc_set_zone_name
      1    0.0%    0.0%  T _getsourcefilter
      1    0.0%    0.0%  T _getgroups
      1    0.0%    0.0%  T _fputwc_l
      1    0.0%    0.0%  T _fpurge
      1    0.0%    0.0%  T _fprintf_l
      1    0.0%    0.0%  T __sseek
      1    0.0%    0.0%  T ___fread

 [Summary]:
   ticks  total  nonlib   name
    339   13.1%   13.2%  JavaScript
   2005   77.7%   78.1%  C++
    148    5.7%    5.8%  GC
     15    0.6%          Shared libraries
    222    8.6%          Unaccounted

 [C++ entry points]:
   ticks    cpp   total   name
   1196   66.6%   46.3%  T v8::internal::Builtin_HandleApiCall(int, v8::internal::Object**, v8::internal::Isolate*)
    214   11.9%    8.3%  T v8::internal::Runtime_CompileLazy(int, v8::internal::Object**, v8::internal::Isolate*)
     83    4.6%    3.2%  T v8::internal::Builtin_JsonStringify(int, v8::internal::Object**, v8::internal::Isolate*)
     30    1.7%    1.2%  T v8::internal::Runtime_StoreIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
     23    1.3%    0.9%  T v8::internal::Runtime_LoadIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
     23    1.3%    0.9%  T v8::internal::Runtime_KeyedGetProperty(int, v8::internal::Object**, v8::internal::Isolate*)
     21    1.2%    0.8%  T v8::internal::Builtin_JsonParse(int, v8::internal::Object**, v8::internal::Isolate*)
     18    1.0%    0.7%  T v8::internal::Runtime_KeyedStoreIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
     17    0.9%    0.7%  T v8::internal::Runtime_CreateObjectLiteral(int, v8::internal::Object**, v8::internal::Isolate*)
     15    0.8%    0.6%  T v8::internal::Runtime_RegExpExec(int, v8::internal::Object**, v8::internal::Isolate*)
     11    0.6%    0.4%  T v8::internal::Runtime_SetProperty(int, v8::internal::Object**, v8::internal::Isolate*)
     11    0.6%    0.4%  T v8::internal::Runtime_NewObject(int, v8::internal::Object**, v8::internal::Isolate*)
     10    0.6%    0.4%  T v8::internal::Runtime_CompileOptimized_Concurrent(int, v8::internal::Object**, v8::internal::Isolate*)
      7    0.4%    0.3%  T v8::internal::Runtime_StringCharCodeAtRT(int, v8::internal::Object**, v8::internal::Isolate*)
      7    0.4%    0.3%  T v8::internal::Builtin_ObjectDefineProperty(int, v8::internal::Object**, v8::internal::Isolate*)
      7    0.4%    0.3%  T v8::internal::Builtin_FunctionConstructor(int, v8::internal::Object**, v8::internal::Isolate*)
      7    0.4%    0.3%  T _mlockall
      7    0.4%    0.3%  T _faccessat
      6    0.3%    0.2%  T v8::internal::Runtime_StringSplit(int, v8::internal::Object**, v8::internal::Isolate*)
      5    0.3%    0.2%  T v8::internal::Runtime_StringIndexOfUnchecked(int, v8::internal::Object**, v8::internal::Isolate*)
      4    0.2%    0.2%  T v8::internal::Runtime_StringBuilderJoin(int, v8::internal::Object**, v8::internal::Isolate*)
      4    0.2%    0.2%  T v8::internal::Runtime_StringAdd(int, v8::internal::Object**, v8::internal::Isolate*)
      4    0.2%    0.2%  T v8::internal::Runtime_KeyedLoadIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      4    0.2%    0.2%  T v8::internal::Runtime_InterpreterNewClosure(int, v8::internal::Object**, v8::internal::Isolate*)
      3    0.2%    0.1%  T v8::internal::Runtime_StringEqual(int, v8::internal::Object**, v8::internal::Isolate*)
      3    0.2%    0.1%  T v8::internal::Runtime_CreateRegExpLiteral(int, v8::internal::Object**, v8::internal::Isolate*)
      3    0.2%    0.1%  T v8::internal::Builtin_FunctionPrototypeToString(int, v8::internal::Object**, v8::internal::Isolate*)
      3    0.2%    0.1%  T v8::internal::Builtin_ErrorConstructor(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.1%    0.1%  T v8::internal::Runtime_ObjectKeys(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.1%    0.1%  T v8::internal::Runtime_MapGrow(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.1%    0.1%  T v8::internal::Runtime_LoadGlobalIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.1%    0.1%  T v8::internal::Runtime_InstallClassNameAccessor(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.1%    0.1%  T v8::internal::Runtime_GetProperty(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.1%    0.1%  T v8::internal::Runtime_ForInPrepare(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.1%    0.1%  T v8::internal::Runtime_ForInHasProperty(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.1%    0.1%  T v8::internal::Factory::NewConsString(v8::internal::Handle<v8::internal::String>, v8::internal::Handle<v8::internal::String>, int, bool)
      2    0.1%    0.1%  T v8::internal::Builtin_ObjectGetOwnPropertyNames(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.1%    0.1%  T v8::internal::Builtin_CallSitePrototypeIsToplevel(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.1%    0.1%  T ___pthread_sigmask
      1    0.1%    0.0%  t void v8::Utf8WriterVisitor::Visit<unsigned short>(unsigned short const*, int)
      1    0.1%    0.0%  t int v8::internal::BinarySearch<(v8::internal::SearchMode)1, v8::internal::DescriptorArray>(v8::internal::DescriptorArray*, v8::internal::Name*, int, int*)
      1    0.1%    0.0%  t _uv__fs_work
      1    0.1%    0.0%  T v8::internal::ScopeInfo::ContextSlotIndex(v8::internal::Handle<v8::internal::ScopeInfo>, v8::internal::Handle<v8::internal::String>, v8::internal::VariableMode*, v8::internal::InitializationFlag*, v8::internal::MaybeAssignedFlag*)
      1    0.1%    0.0%  T v8::internal::Runtime_Throw(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.1%    0.0%  T v8::internal::Runtime_StringToNumber(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.1%    0.0%  T v8::internal::Runtime_StringReplaceGlobalRegExpWithString(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.1%    0.0%  T v8::internal::Runtime_StackGuard(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.1%    0.0%  T v8::internal::Runtime_ResolvePossiblyDirectEval(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.1%    0.0%  T v8::internal::Runtime_RegExpInitializeAndCompile(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.1%    0.0%  T v8::internal::Runtime_RegExpExecMultiple(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.1%    0.0%  T v8::internal::Runtime_ObjectHasOwnProperty(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.1%    0.0%  T v8::internal::Runtime_LoadPropertyWithInterceptor(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.1%    0.0%  T v8::internal::Runtime_Interrupt(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.1%    0.0%  T v8::internal::Runtime_HasProperty(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.1%    0.0%  T v8::internal::Runtime_FinalizeInstanceSize(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.1%    0.0%  T v8::internal::Runtime_DefineDataPropertyInLiteral(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.1%    0.0%  T v8::internal::Runtime_DefineClass(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.1%    0.0%  T v8::internal::Runtime_CreateListFromArrayLike(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.1%    0.0%  T v8::internal::Runtime_CreateArrayLiteral(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.1%    0.0%  T v8::internal::Factory::NewConsString(v8::internal::Handle<v8::internal::String>, v8::internal::Handle<v8::internal::String>)
      1    0.1%    0.0%  T v8::internal::Call::AssignFeedbackSlots(v8::internal::FeedbackVectorSpec*, v8::internal::LanguageMode, v8::internal::FunctionKind, v8::internal::FeedbackSlotCache*)
      1    0.1%    0.0%  T v8::internal::Builtin_ObjectGetOwnPropertySymbols(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.1%    0.0%  T v8::internal::Builtin_ObjectAssign(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.1%    0.0%  T v8::internal::Builtin_ErrorCaptureStackTrace(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.1%    0.0%  T v8::internal::AbstractCode::SourcePosition(int)
      1    0.1%    0.0%  T node::StringBytes::StorageSize(v8::Isolate*, v8::Local<v8::Value>, node::encoding)

 [Bottom up (heavy) profile]:
  Note: percentage shows a share of a particular caller in the total
  amount of its parent calls.
  Callers occupying less than 1.0% are not shown.

   ticks parent  name
    370   14.3%  t node::(anonymous namespace)::ContextifyScript::New(v8::FunctionCallbackInfo<v8::Value> const&)
    370  100.0%    T v8::internal::Builtin_HandleApiCall(int, v8::internal::Object**, v8::internal::Isolate*)
    325   87.8%      LazyCompile: ~createScript vm.js:79:22
    325  100.0%        LazyCompile: ~runInThisContext vm.js:151:26
    325  100.0%          LazyCompile: ~Module._compile module.js:617:37
    314   96.6%            LazyCompile: ~Module._extensions..js module.js:669:37
     11    3.4%            LazyCompile: ~loader /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/babel-register/lib/node.js:143:16
     45   12.2%      LazyCompile: ~runInThisContext bootstrap_node.js:508:28
     45  100.0%        LazyCompile: ~NativeModule.compile bootstrap_node.js:594:44
     45  100.0%          LazyCompile: ~NativeModule.require bootstrap_node.js:526:34
      4    8.9%            LazyCompile: ~Module._load module.js:455:24
      3    6.7%            Script: ~<anonymous> tls.js:1:11
      3    6.7%            Script: ~<anonymous> module.js:1:11
      3    6.7%            Script: ~<anonymous> fs.js:1:11
      2    4.4%            Script: ~<anonymous> util.js:1:11
      2    4.4%            Script: ~<anonymous> tty.js:1:11
      2    4.4%            Script: ~<anonymous> stream.js:1:11
      2    4.4%            Script: ~<anonymous> internal/child_process.js:1:11
      2    4.4%            Script: ~<anonymous> http.js:1:11
      2    4.4%            Script: ~<anonymous> _http_client.js:1:11
      2    4.4%            LazyCompile: ~setupGlobalVariables bootstrap_node.js:258:32
      1    2.2%            Script: ~<anonymous> timers.js:1:11
      1    2.2%            Script: ~<anonymous> readline.js:1:11
      1    2.2%            Script: ~<anonymous> net.js:1:11
      1    2.2%            Script: ~<anonymous> internal/url.js:1:11
      1    2.2%            Script: ~<anonymous> internal/loader/ModuleRequest.js:1:11
      1    2.2%            Script: ~<anonymous> internal/loader/Loader.js:1:11
      1    2.2%            Script: ~<anonymous> internal/encoding.js:1:11
      1    2.2%            Script: ~<anonymous> internal/crypto/pbkdf2.js:1:11
      1    2.2%            Script: ~<anonymous> internal/crypto/cipher.js:1:11
      1    2.2%            Script: ~<anonymous> crypto.js:1:11
      1    2.2%            Script: ~<anonymous> cluster.js:1:11
      1    2.2%            Script: ~<anonymous> child_process.js:1:11
      1    2.2%            Script: ~<anonymous> _stream_readable.js:1:11
      1    2.2%            Script: ~<anonymous> _http_common.js:1:11
      1    2.2%            LazyCompile: ~startup bootstrap_node.js:14:19
      1    2.2%            LazyCompile: ~setup_performance internal/process.js:12:27
      1    2.2%            LazyCompile: ~setupGlobalTimeouts bootstrap_node.js:307:31
      1    2.2%            LazyCompile: ~setupGlobalConsole bootstrap_node.js:317:30

    316   12.2%  t node::Read(v8::FunctionCallbackInfo<v8::Value> const&)
    316  100.0%    T v8::internal::Builtin_HandleApiCall(int, v8::internal::Object**, v8::internal::Isolate*)
    316  100.0%      LazyCompile: ~fs.readSync fs.js:688:23
    316  100.0%        LazyCompile: ~tryReadSync fs.js:553:21
    316  100.0%          LazyCompile: ~fs.readFileSync fs.js:565:27
    310   98.1%            LazyCompile: ~Module._extensions..js module.js:669:37
      5    1.6%            LazyCompile: ~Module._extensions..json module.js:676:39

    222    8.6%  UNKNOWN
      5    2.3%    T v8::internal::Runtime_CompileLazy(int, v8::internal::Object**, v8::internal::Isolate*)
      1   20.0%      LazyCompile: ~define /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/sequelize/lib/sequelize.js:334:9
      1  100.0%        LazyCompile: ~exports.default /Users/gustavo/Workspace/pessoal/DDDBase/src/infrastructure/store/relational/blacklist/schemas/blackList.js:1:1257
      1  100.0%          LazyCompile: ~import /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/sequelize/lib/sequelize.js:382:9
      1  100.0%            LazyCompile: ~_fs2.default.readdirSync.forEach.file /Users/gustavo/Workspace/pessoal/DDDBase/src/infrastructure/store/relational/common/datasource.js:39:43
      1   20.0%      LazyCompile: ~baseGetTag /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/lodash/_baseGetTag.js:19:20
      1  100.0%        Script: ~<anonymous> /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/lodash/_getTag.js:1:11
      1  100.0%          LazyCompile: ~Module._compile module.js:617:37
      1  100.0%            LazyCompile: ~Module._extensions..js module.js:669:37
      1   20.0%      LazyCompile: ~_send _http_outgoing.js:217:49
      1  100.0%        LazyCompile: ~end _http_outgoing.js:736:45
      1  100.0%          LazyCompile: ~Request._end /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/superagent/lib/node/index.js:780:34
      1  100.0%            LazyCompile: ~Request.end /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/superagent/lib/node/index.js:763:33
      1   20.0%      LazyCompile: ~Store /Users/gustavo/Workspace/pessoal/DDDBase/src/infrastructure/store/index.js:4:14
      1  100.0%        Script: ~<anonymous> /Users/gustavo/Workspace/pessoal/DDDBase/src/infrastructure/repositories/index.js:1:11
      1  100.0%          LazyCompile: ~Module._compile module.js:617:37
      1  100.0%            LazyCompile: ~loader /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/babel-register/lib/node.js:143:16
      1   20.0%      Builtin: ArrayForEach
      1  100.0%        LazyCompile: ~Mocha.loadFiles /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/mocha/lib/mocha.js:244:37
      1  100.0%          LazyCompile: ~Mocha.run /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/mocha/lib/mocha.js:574:31
      1  100.0%            Script: ~<anonymous> /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/mocha/bin/_mocha:1:11
      3    1.4%    T v8::internal::Builtin_HandleApiCall(int, v8::internal::Object**, v8::internal::Isolate*)
      1   33.3%      LazyCompile: ~resolve /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/sequelize/lib/dialects/sqlite/query.js:100:24
      1  100.0%        LazyCompile: ~Promise._execute /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/bluebird/js/release/debuggability.js:311:38
      1  100.0%          LazyCompile: ~Promise._resolveFromExecutor /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/bluebird/js/release/promise.js:477:51
      1  100.0%            LazyCompile: ~Promise /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/bluebird/js/release/promise.js:70:17
      1   33.3%      LazyCompile: ~load /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/babel-register/lib/cache.js:51:14
      1  100.0%        Script: ~<anonymous> /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/babel-register/lib/node.js:1:11
      1  100.0%          LazyCompile: ~Module._compile module.js:617:37
      1  100.0%            LazyCompile: ~Module._extensions..js module.js:669:37
      1   33.3%      LazyCompile: ~<anonymous> /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/sqlite3/lib/sqlite3.js:9:21
      1  100.0%        LazyCompile: ~object.(anonymous function) /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/sqlite3/lib/trace.js:6:32
      1  100.0%          LazyCompile: ~resolve /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/sequelize/lib/dialects/sqlite/query.js:281:27
      1  100.0%            LazyCompile: ~Promise._execute /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/bluebird/js/release/debuggability.js:311:38

    134    5.2%  t node::Buffer::(anonymous namespace)::CreateFromString(v8::FunctionCallbackInfo<v8::Value> const&)
    134  100.0%    T v8::internal::Builtin_HandleApiCall(int, v8::internal::Object**, v8::internal::Isolate*)
    134  100.0%      LazyCompile: ~fromString buffer.js:326:20
    134  100.0%        LazyCompile: ~from buffer.js:191:28
    134  100.0%          LazyCompile: ~fs.writeFileSync fs.js:1309:28
    134  100.0%            LazyCompile: ~save /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/babel-register/lib/cache.js:32:14

     71    2.8%  t v8::internal::Handle<v8::internal::String> v8::internal::JsonParser<false>::SlowScanJsonString<v8::internal::SeqOneByteString, unsigned char>(v8::internal::Handle<v8::internal::String>, int, int)
     71  100.0%    T v8::internal::Builtin_HandleApiCall(int, v8::internal::Object**, v8::internal::Isolate*)
     71  100.0%      LazyCompile: ~load /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/babel-register/lib/cache.js:51:14
     71  100.0%        Script: ~<anonymous> /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/babel-register/lib/node.js:1:11
     71  100.0%          LazyCompile: ~Module._compile module.js:617:37
     71  100.0%            LazyCompile: ~Module._extensions..js module.js:669:37

     70    2.7%  t node::InternalModuleReadFile(v8::FunctionCallbackInfo<v8::Value> const&)
     70  100.0%    T v8::internal::Builtin_HandleApiCall(int, v8::internal::Object**, v8::internal::Isolate*)
     70  100.0%      LazyCompile: ~readPackage module.js:120:21
     70  100.0%        LazyCompile: ~tryPackage module.js:142:20
     70  100.0%          LazyCompile: ~Module._findPath module.js:189:28
     69   98.6%            LazyCompile: ~Module._resolveFilename module.js:522:35
      1    1.4%            LazyCompile: *Module._load module.js:455:24

     67    2.6%  T v8::internal::IncrementalMarking::Step(unsigned long, v8::internal::IncrementalMarking::CompletionAction, v8::internal::IncrementalMarking::ForceCompletionAction, v8::internal::StepOrigin)

     67    2.6%  T ___pthread_sigmask
     41   61.2%    T v8::internal::Runtime_CompileLazy(int, v8::internal::Object**, v8::internal::Isolate*)
      1    2.4%      Script: ~runInContext /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/lodash/lodash.js:1406:44
      1  100.0%        Script: ~<anonymous> /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/lodash/lodash.js:9:11
      1  100.0%          Script: ~<anonymous> /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/lodash/lodash.js:1:11
      1  100.0%            LazyCompile: ~Module._compile module.js:617:37
      1    2.4%      Script: ~<anonymous> /Users/gustavo/Workspace/pessoal/DDDBase/src/domain/blacklist/controllers/removeBlacklist.js:1:11
      1  100.0%        LazyCompile: ~Module._compile module.js:617:37
      1  100.0%          LazyCompile: ~loader /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/babel-register/lib/node.js:143:16
      1  100.0%            LazyCompile: ~require.extensions.(anonymous function) /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/babel-register/lib/node.js:150:38
      1    2.4%      Script: ~<anonymous> /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/moment/moment.js:7:19
      1  100.0%        Script: ~some /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/moment/moment.js:3:12
      1  100.0%          Script: ~<anonymous> /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/moment/moment.js:1:11
      1  100.0%            LazyCompile: ~Module._compile module.js:617:37
      1    2.4%      Script: ~<anonymous> /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/mocha/bin/_mocha:1:11
      1  100.0%        LazyCompile: ~Module._compile module.js:617:37
      1  100.0%          LazyCompile: ~Module._extensions..js module.js:669:37
      1  100.0%            LazyCompile: ~Module.load module.js:564:33
      1    2.4%      Script: ~<anonymous> /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/logform/index.js:1:11
      1  100.0%        LazyCompile: ~Module._compile module.js:617:37
      1  100.0%          LazyCompile: ~Module._extensions..js module.js:669:37
      1  100.0%            LazyCompile: ~require.extensions.(anonymous function) /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/babel-register/lib/node.js:150:38
      1    2.4%      Script: ~<anonymous> /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/core-js/library/modules/_object-keys-internal.js:1:11
      1  100.0%        LazyCompile: ~Module._compile module.js:617:37
      1  100.0%          LazyCompile: ~Module._extensions..js module.js:669:37
      1  100.0%            LazyCompile: ~Module.load module.js:564:33
      1    2.4%      Script: ~<anonymous> /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/babel-types/lib/retrievers.js:1:11
      1  100.0%        LazyCompile: ~Module._compile module.js:617:37
      1  100.0%          LazyCompile: ~Module._extensions..js module.js:669:37
      1  100.0%            LazyCompile: ~Module.load module.js:564:33
      1    2.4%      Script: ~<anonymous> /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/babel-plugin-transform-strict-mode/lib/index.js:1:11
      1  100.0%        LazyCompile: ~Module._compile module.js:617:37
      1  100.0%          LazyCompile: ~Module._extensions..js module.js:669:37
      1  100.0%            LazyCompile: ~require.extensions.(anonymous function) /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/babel-register/lib/node.js:150:38
      1    2.4%      Script: ~<anonymous> /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/babel-core/lib/tools/build-external-helpers.js:1:11
      1  100.0%        LazyCompile: ~Module._compile module.js:617:37
      1  100.0%          LazyCompile: ~Module._extensions..js module.js:669:37
